Transfer ID,Transfer Value,Sender ID,Receiver ID,Comment,Factor,SCW new of receiver,SCW old of receiver,Topic ID
1134,20,122,52,For motivation :),0.005,1.15,1.05,6
1135,-20,191,9,Thanks!,0.005,1,1,4
1136,20,9,191,Thanks!,0.005,1.125,1.025,4
1137,-20,153,20,Meat is delicious!,0.005,1,1,3
1138,20,20,153,Meat is delicious!,0.005,1.1,1,3
1139,-20,106,20,Meat is delicious!,0.005,1,1,3
1140,20,20,106,Meat is delicious!,0.005,1.1,1,3
1141,100,118,118, ,1,1,1,7
1142,-10,41,118,Best coffee in Munich? - topic contribution,0.005,1.623,1.623,2
1143,10,118,41,Best coffee in Munich? - topic contribution,0.005,1.08615,1.005,2
1144,-5,94,118,Best coffee in Munich? - topic contribution,0.005,1.623,1.623,2
1145,5,118,94,Best coffee in Munich? - topic contribution,0.005,1.040575,1,2
1146,-10,23,118,Best coffee in Munich? - topic contribution,0.005,1.623,1.623,2
1147,10,118,23,Best coffee in Munich? - topic contribution,0.005,1.08115,1,2
1148,-10,247,118,Best coffee in Munich? - topic contribution,0.005,1.623,1.623,2
1149,10,118,247,Best coffee in Munich? - topic contribution,0.005,1.08115,1,2
1150,-5,129,118,Best coffee in Munich? - topic contribution,0.005,1.623,1.623,2
1151,5,118,129,Best coffee in Munich? - topic contribution,0.005,1.040575,1,2
1152,-5,140,118,Best coffee in Munich? - topic contribution,0.005,1.623,1.623,2
1153,5,118,140,Best coffee in Munich? - topic contribution,0.005,1.290575,1.25,2
1154,-5,11,118,Best coffee in Munich? - topic contribution,0.005,1.623,1.623,2
1155,5,118,11,Best coffee in Munich? - topic contribution,0.005,1.040575,1,2
1156,100,83,83, ,1,1,1,7
1157,100,5,5, ,1,1,1,7
1158,-50,76,83,Good question helped me find user.,0.005,1,1,6
1159,50,83,76,Good question helped me find user.,0.005,1.25,1,6
1160,100,155,155, ,1,1,1,7
1161,-70,74,155,For your link of the survey,0.005,1,1,5
1162,70,155,74,For your link of the survey,0.005,1.35,1,5
1163,100,27,27, ,1,1,1,7
1164,-60,128,162,He is very environment-friendly. It was nice discussing with him on social roles and responsibilities.,0.005,1.25,1.25,5
1165,60,162,128,He is very environment-friendly. It was nice discussing with him on social roles and responsibilities.,0.005,1.375,1,5
1166,100,120,120, ,1,1,1,7
1167,-5,224,120,hey,0.005,1,1,4
1168,5,120,224,hey,0.005,1.025,1,4
1169,200,90,90, ,1,1,1,7
1170,200,135,135, ,1,1,1,7
1171,100,98,98, ,1,1,1,7
1172,-16,65,98,Hey there :),0.005,1,1,4
1173,16,98,65,Hey there :),0.005,1.08,1,4
1174,-20,111,98,Cherry Blossums and stuff,0.005,1.031875,1.031875,2
1175,20,98,111,Cherry Blossums and stuff,0.005,1.1031875,1,2
1176,-100,192,98,test,0.005,1,1,4
1177,100,98,192,test,0.005,1.5,1,4
1178,100,57,57, ,1,1,1,7
1179,100,41,41, ,1,1,1,7
1180,-50,89,41,Fuer meine Polly! <3,0.005,1.05,1.05,6
1181,50,41,89,Fuer meine Polly! <3,0.005,1.3125,1.05,6
1182,200,148,148, ,1,1,1,7
1183,-1,72,214,test,0.005,1,1,6
1184,1,214,72,test,0.005,2.30025,2.29525,6
1185,100,200,200, ,1,1,1,7
1186,100,170,170, ,1,1,1,7
1187,100,218,218, ,1,1,1,7
1188,-100,217,218,Awesome posts. Really into them.,0.005,1.625,1.625,6
1189,100,218,217,Awesome posts. Really into them.,0.005,1.8125,1,6
1190,-15,217,218,Very nice speech.,0.005,1,1,1
1191,15,218,217,Very nice speech.,0.005,1.075,1,1
1192,-15,217,218,Awesome! Great job!,0.005,1,1,4
1193,15,218,217,Awesome! Great job!,0.005,1.075,1,4
1194,200,44,44, ,1,1,1,7
1195,-5,116,118,Palm oil - discussion,0.005,1,1,3
1196,5,118,116,Palm oil - discussion,0.005,1.025,1,3
1197,-5,57,118,Palm oil - discussion,0.005,1,1,3
1198,5,118,57,Palm oil - discussion,0.005,1.025,1,3
1199,100,161,161, ,1,1,1,7
1200,-10,242,161,nyeh,0.005,1.45,1.45,6
1201,10,161,242,nyeh,0.005,1.7622625,1.6897625,6
1202,100,167,167, ,1,1,1,7
1203,-5,200,118,Best coffee in Munich? topic contribution,0.005,1.623,1.623,2
1204,5,118,200,Best coffee in Munich? topic contribution,0.005,1.040575,1,2
1205,100,180,180, ,1,1,1,7
1206,-10,118,167,For asking the important questions,0.005,1,1,2
1207,10,167,118,For asking the important questions,0.005,1.673,1.623,2
1208,-10,35,105,somebody once told me,0.005,1.05,1.05,4
1209,10,105,35,somebody once told me,0.005,1.3025,1.25,4
1210,-9,135,105,makes me happy,0.005,1,1,1
1211,9,105,135,makes me happy,0.005,1.045,1,1
1212,-50,4,180,Sending this for blogpost he made,0.005,1,1,2
1213,50,180,4,Sending this for blogpost he made,0.005,1.25,1,2
1214,100,157,157, ,1,1,1,7
1215,-20,167,63,Comment on machine learning question,0.005,1,1,4
1216,20,63,167,Comment on machine learning question,0.005,1.1,1,4
1217,100,123,123, ,1,1,1,7
1218,-20,118,123,Topic: Best coffee in Munich,0.005,1.38525,1.38525,2
1219,20,123,118,Topic: Best coffee in Munich,0.005,1.811525,1.673,2
1220,100,125,125, ,1,1,1,7
1221,-50,28,125,i don't know what to wright here but otherwise theres an error,0.005,1,1,5
1222,50,125,28,i don't know what to wright here but otherwise theres an error,0.005,1.25,1,5
1223,100,252,252, ,1,1,0,1
1224,100,73,73, ,1,1,1,7
1225,-20,122,123,Topic: Swimming pools in Munich,0.005,1.38525,1.38525,2
1226,20,123,122,Topic: Swimming pools in Munich,0.005,1.138525,1,2
1227,-20,123,122,For recognizing Ungererbad :),0.005,1.138525,1.138525,2
1228,20,122,123,For recognizing Ungererbad :),0.005,1.4991025,1.38525,2
1229,-15,141,38,Some money from one of your alts ;),0.005,1.1,1.1,6
1230,15,38,141,Some money from one of your alts ;),0.005,1.0825,1,6
1231,100,163,163, ,1,1,1,7
1232,-50,73,163,great opinion,0.005,1,1,6
1233,50,163,73,great opinion,0.005,1.26,1.01,6
1234,100,252,252, ,1,1,1,7
1235,-20,11,122,For appreciating Sheldon a posting a cute pic of him))),0.005,1,1,6
1236,20,122,11,For appreciating Sheldon a posting a cute pic of him))),0.005,1.1,1,6
1237,-50,44,168,Anime4ever,0.005,1,1,6
1238,50,168,44,Anime4ever,0.005,1.25,1,6
1239,-11,122,44,good comments,0.005,1.25,1.25,6
1240,11,44,122,good comments,0.005,1.06875,1,6
1241,100,183,183, ,1,1,1,7
1242,-40,1,183,helped me with my log in problem,0.005,1,1,5
1243,40,183,1,helped me with my log in problem,0.005,1.45,1.25,5
1244,100,93,93, ,1,1,1,7
1245,-50,72,93,fun times,0.005,1,1,6
1246,50,93,72,fun times,0.005,2.55025,2.30025,6
1247,-50,35,93,fun times,0.005,1,1,6
1248,50,93,35,fun times,0.005,1.51,1.26,6
1249,-10,5,239,I KNOW YOU!,0.005,1,1,6
1250,10,239,5,I KNOW YOU!,0.005,1.05,1,6
1251,100,171,171, ,1,1,1,7
1252,100,34,34, ,1,1,1,7
1253,-50,239,34,For your post in Exploring Munich. Thank you :-),0.005,1.3,1.3,2
1254,50,34,239,For your post in Exploring Munich. Thank you :-),0.005,1.325,1,2
1255,-50,89,34,For your post in  Your favorite Animes,0.005,1,1,6
1256,50,34,89,For your post in  Your favorite Animes,0.005,1.5625,1.3125,6
1257,100,203,203, ,1,1,1,7
1258,-10,103,203,Lol du Mongo :),0.005,1.005,1.005,2
1259,10,203,103,Lol du Mongo :),0.005,1.05025,1,2
1260,-10,100,203,Lol spasd,0.005,1,1,5
1261,10,203,100,Lol spasd,0.005,1.05,1,5
1262,-2,238,107,asdf,0.005,1,1,2
1263,2,107,238,asdf,0.005,1.01,1,2
1264,-3,222,107,asdf,0.005,1,1,6
1265,3,107,222,asdf,0.005,1.015,1,6
1266,100,70,70, ,1,1,1,7
1267,-1,69,70,for last night ;D,0.005,1.025,1.025,6
1268,1,70,69,for last night ;D,0.005,1.005125,1,6
1269,100,128,128, ,1,1,1,7
1270,-50,146,128,For starting an interesting topic (Trump exits Paris climate deal),0.005,1.05,1.05,6
1271,50,128,146,For starting an interesting topic (Trump exits Paris climate deal),0.005,1.3125,1.05,6
1272,100,219,219, ,1,1,1,7
1273,-50,14,219,Shut up and take my credits,0.005,1,1,4
1274,50,219,14,Shut up and take my credits,0.005,1.75,1.5,4
1275,100,116,116, ,1,1,1,7
1276,-10,118,116,Palm oil,0.005,1.025,1.025,3
1277,10,116,118,Palm oil,0.005,1.05125,1,3
1278,200,198,198, ,1,1,1,7
1279,200,66,66, ,1,1,1,7
1280,200,113,113, ,1,1,1,7
1281,300,190,190, ,1,1,1,7
1282,-50,1,190,For resetting my password!,0.005,1,1,6
1283,50,190,1,For resetting my password!,0.005,1.5,1.25,6
1284,-50,41,190,For being my friend in SC experiment,0.005,1,1,6
1285,50,190,41,For being my friend in SC experiment,0.005,1.3,1.05,6
1286,-50,111,190,Hello,0.005,1,1,6
1287,50,190,111,Hello,0.005,1.25,1,6
1288,100,121,121, ,1,1,1,7
1289,100,83,83, ,1,1,1,7
1290,-50,106,83,post backed up by facts,0.005,1,1,3
1291,50,83,106,post backed up by facts,0.005,1.35,1.1,3
1292,200,43,43, ,1,1,1,7
1293,300,160,160, ,1,1,1,7
1294,300,80,80, ,1,1,1,7
1295,200,111,111, ,1,1,1,7
1296,200,129,129, ,1,1,1,7
1297,200,54,54, ,1,1,1,7
1298,200,32,32, ,1,1,1,7
1299,-20,123,32,nice topic to discuss,0.005,1,1,2
1300,20,32,123,nice topic to discuss,0.005,1.5991025,1.4991025,2
1301,-10,64,54,For helping me with some German stuff,0.005,1,1,6
1302,10,54,64,For helping me with some German stuff,0.005,1.18375,1.13375,6
1303,200,64,64, ,1,1,1,7
1304,-30,54,64,<3,0.005,1,1,2
1305,30,64,54,<3,0.005,1.15,1,2
1306,-20,53,64,:),0.005,1.18375,1.18375,6
1307,20,64,53,:),0.005,1.118375,1,6
1308,-10,190,64,interesting comment,0.005,1,1,2
1309,10,64,190,interesting comment,0.005,1.25625,1.20625,2
1310,-20,2,64,:),0.005,1,1,4
1311,20,64,2,:),0.005,1.1,1,4
1312,200,65,65, ,1,1,1,7
1313,100,214,214, ,1,1,1,7
1314,200,48,48, ,1,1,1,7
1315,100,90,90, ,1,1,1,7
1316,100,155,155, ,1,1,1,7
1317,-60,57,155,For your question about cycling,0.005,1,1,2
1318,60,155,57,For your question about cycling,0.005,1.3,1,2
1319,200,110,110, ,1,1,1,7
1320,100,118,118, ,1,1,1,7
1321,100,57,57, ,1,1,1,7
1322,100,192,192, ,1,1,1,7
1323,-75,123,192,Interessante Debatte zum Thema Lebenshaltungskosten in München!,0.005,1,1,2
1324,75,192,123,Interessante Debatte zum Thema Lebenshaltungskosten in München!,0.005,1.9741025,1.5991025,2
1325,100,4,4, ,1,1,1,7
1326,-100,123,4,Nice topic could be a good guide for students who spend a lot,0.005,1,1,6
1327,100,4,123,Nice topic could be a good guide for students who spend a lot,0.005,1.5,1,6
1328,300,6,6, ,1,1,1,7
1329,200,68,68, ,1,1,1,7
1330,100,93,93, ,1,1,1,7
1331,100,187,187, ,1,1,1,7
1332,300,119,119, ,1,1,1,7
1333,100,242,242, ,1,1,1,7
1334,100,105,105, ,1,1,1,7
1335,-25,35,105,I aint the sharpest tool in the shed :/,0.005,1.031375,1.031375,5
1336,25,105,35,I aint the sharpest tool in the shed :/,0.005,1.97892188,1.85,5
1337,300,144,144, ,1,1,1,7
1338,100,44,44, ,1,1,1,7
1339,300,74,74, ,1,1,1,7
1340,200,28,28, ,1,1,1,7
1341,100,180,180, ,1,1,1,7
1342,-50,179,180,He has a lot of information how to eat healthy,0.005,1,1,3
1343,50,180,179,He has a lot of information how to eat healthy,0.005,1.25,1,3
1344,100,200,200, ,1,1,1,7
1345,100,163,163, ,1,1,1,7
1346,100,73,73, ,1,1,1,7
1347,100,91,91, ,1,1,1,7
1348,-5,224,91,:),0.005,1,1,6
1349,5,91,224,:),0.005,1.025,1,6
1350,-20,221,91,:),0.005,1,1,6
1351,20,91,221,:),0.005,1.1,1,6
1352,-50,121,73,agreed with him on something,0.005,1.26,1.26,6
1353,50,73,121,agreed with him on something,0.005,1.315,1,6
1354,200,102,102, ,1,1,1,7
1355,-42,103,102,blaze it,0.005,1,1,3
1356,42,102,103,blaze it,0.005,1.21,1,3
1357,-50,105,73,\(^.^)/,0.005,1.26,1.26,6
1358,50,73,105,\(^.^)/,0.005,1.33505,1.02005,6
1359,100,123,123, ,1,1,1,7
1360,-25,86,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1361,25,123,86,Living in Munich - how much money do students need per month?,0.005,1.24676281,1,2
1362,-25,7,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1363,25,123,7,Living in Munich - how much money do students need per month?,0.005,1.24676281,1,2
1364,-25,55,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1365,25,123,55,Living in Munich - how much money do students need per month?,0.005,1.24676281,1,2
1366,-25,161,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1367,25,123,161,Living in Munich - how much money do students need per month?,0.005,1.24676281,1,2
1368,-25,32,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1369,25,123,32,Living in Munich - how much money do students need per month?,0.005,1.24676281,1,2
1370,-25,58,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1371,25,123,58,Living in Munich - how much money do students need per month?,0.005,1.24676281,1,2
1372,-25,34,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1373,25,123,34,Living in Munich - how much money do students need per month?,0.005,1.54676281,1.3,2
1374,-25,203,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1375,25,123,203,Living in Munich - how much money do students need per month?,0.005,1.25176281,1.005,2
1376,-25,170,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1377,25,123,170,Living in Munich - how much money do students need per month?,0.005,1.34676281,1.1,2
1378,-25,232,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1379,25,123,232,Living in Munich - how much money do students need per month?,0.005,1.24676281,1,2
1380,-25,190,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1381,25,123,190,Living in Munich - how much money do students need per month?,0.005,1.50301281,1.25625,2
1382,-25,72,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1383,25,123,72,Living in Munich - how much money do students need per month?,0.005,1.31426281,1.0675,2
1384,-25,103,123,Living in Munich - how much money do students need per month?,0.005,1.9741025,1.9741025,2
1385,25,123,103,Living in Munich - how much money do students need per month?,0.005,1.29701281,1.05025,2
1386,-100,105,93,let's have a toast,0.005,1,1,3
1387,100,93,105,let's have a toast,0.005,1.5,1,3
1388,300,29,29, ,1,1,1,7
1389,100,72,72, ,1,1,1,7
1390,300,58,58, ,1,1,1,7
1391,200,62,62, ,1,1,1,7
1392,-100,72,163,Really active,0.005,1,1,6
1393,100,163,72,Really active,0.005,3.05025,2.55025,6
1394,300,1,1, ,1,1,1,7
1395,200,94,94, ,1,1,1,7
1396,-1,212,94,Healthy food!,0.005,1.05,1.05,3
1397,1,94,212,Healthy food!,0.005,1.00525,1,3
1398,-1,49,94,good job mate!,0.005,1.05,1.05,3
1399,1,94,49,good job mate!,0.005,1.00525,1,3
1400,-1,100,94,Love your enthusiasm!,0.005,1.05,1.05,3
1401,1,94,100,Love your enthusiasm!,0.005,1.00525,1,3
1402,300,14,14, ,1,1,1,7
1403,-100,242,14,hello :D,0.005,1,1,5
1404,100,14,242,hello :D,0.005,2,1.5,5
1405,200,217,217, ,1,1,1,7
1406,-10,218,217,pancakes credit,0.005,1,1,3
1407,10,217,218,pancakes credit,0.005,1.05,1,3
1408,-10,198,32,nice topic,0.005,1,1,6
1409,10,32,198,nice topic,0.005,1.05,1,6
1410,300,196,196, ,1,1,1,7
1411,-10,32,187,Thanks for your Meat lover's guide to healthy eating post,0.005,1,1,3
1412,10,187,32,Thanks for your Meat lover's guide to healthy eating post,0.005,1.05,1,3
1413,100,107,107, ,1,1,1,7
1414,-3,248,107,Test,0.005,1,1,6
1415,3,107,248,Test,0.005,1.015,1,6
1416,-10,111,6,Liked the topic. People can see how other people feed them good and loose weight.,0.005,1,1,3
1417,10,6,111,Liked the topic. People can see how other people feed them good and loose weight.,0.005,1.15,1.1,3
1418,100,221,221, ,1,1,1,7
1419,300,26,26, ,1,1,1,7
1420,300,61,61, ,1,1,1,7
1421,300,169,169, ,1,1,1,7
1422,-75,242,163,Regarding the name he deserves it,0.005,1,1,4
1423,75,163,242,Regarding the name he deserves it,0.005,2.36494962,1.98994962,4
1424,-5,32,118,Meat lover's guide to healthy eating,0.005,1.05125,1.05125,3
1425,5,118,32,Meat lover's guide to healthy eating,0.005,1.07628125,1.05,3
1426,100,45,45, ,1,1,1,7
1427,-100,46,45,did most of the server part on social gaming for our game,0.005,1.1,1.1,6
1428,100,45,46,did most of the server part on social gaming for our game,0.005,1.555,1.005,6
1429,100,185,185, ,1,1,1,7
1430,200,36,36, ,1,1,1,7
1431,-50,28,36,I do it because i can.,0.005,1,1,6
1432,50,36,28,I do it because i can.,0.005,1.255,1.005,6
1433,100,244,244, ,1,1,1,7
1434,-1,242,244,My best friend,0.005,1,1,6
1435,1,244,242,My best friend,0.005,1.7672625,1.7622625,6
1436,300,126,126, ,1,1,1,7
1437,-50,242,126,Because you seem to like it!,0.005,1.525,1.525,6
1438,50,126,242,Because you seem to like it!,0.005,2.1485125,1.7672625,6
1439,200,103,103, ,1,1,1,7
1440,-1,203,103,spasd lol,0.005,1.12,1.12,6
1441,1,103,203,spasd lol,0.005,1.0056,1,6
1442,100,52,52, ,1,1,1,7
1443,200,136,136, ,1,1,1,7
1444,-50,3,136,Socially active,0.005,1,1,5
1445,50,136,3,Socially active,0.005,1.25,1,5
1446,-100,34,136,Valuable cpmments,0.005,1,1,2
1447,100,136,34,Valuable cpmments,0.005,2.04676281,1.54676281,2
1448,-50,140,136,Socially active,0.005,1,1,5
1449,50,136,140,Socially active,0.005,1.25,1,5
1450,100,135,135, ,1,1,1,7
1451,-40,199,4,Useful comment on my question regarding learning techniques,0.005,1,1,6
1452,40,4,199,Useful comment on my question regarding learning techniques,0.005,1.2,1,6
1453,-20,2,64,because ur a good person :),0.005,1,1,4
1454,20,64,2,because ur a good person :),0.005,1.2,1.1,4
1455,-30,54,64,<3,0.005,1,1,4
1456,30,64,54,<3,0.005,1.15,1,4
1457,-20,242,64,for new friendship,0.005,1.18375,1.18375,6
1458,20,64,242,for new friendship,0.005,2.2668875,2.1485125,6
1459,200,199,199, ,1,1,1,7
1460,100,128,128, ,1,1,1,7
1461,-50,55,128,Because I need to spend some money!,0.005,1.05,1.05,6
1462,50,128,55,Because I need to spend some money!,0.005,1.4125,1.15,6
1463,300,152,152, ,1,1,1,7
1464,-50,242,152,Here is some more money :D,0.005,1.5,1.5,6
1465,50,152,242,Here is some more money :D,0.005,2.6418875,2.2668875,6
1466,100,242,242, ,1,1,1,7
1467,200,162,162, ,1,1,1,7
1468,-100,242,162,He seems pretty trustworthy and a good friend! :),0.005,1.05,1.05,4
1469,100,162,242,He seems pretty trustworthy and a good friend! :),0.005,2.88994962,2.36494962,4
1470,-100,190,162,She is a lovely person. It's always nice talking to her. We both are from India and talked about our experiences in Munich.,0.005,1,1,2
1471,100,162,190,She is a lovely person. It's always nice talking to her. We both are from India and talked about our experiences in Munich.,0.005,2.00301281,1.50301281,2
1472,100,45,45, ,1,1,1,7
1473,-100,7,45,bribery for doing ged,0.005,1.68,1.68,5
1474,100,45,7,bribery for doing ged,0.005,2.441,1.601,5
1475,400,7,7, ,1,1,1,7
1476,-64,46,7,Bribing my GED tutor,0.005,1,1,4
1477,64,7,46,Bribing my GED tutor,0.005,1.32,1,4
1478,-66,45,7,Organisation of Humans vs. Zombies,0.005,2.441,2.441,5
1479,66,7,45,Organisation of Humans vs. Zombies,0.005,2.48553,1.68,5
1480,200,34,34, ,1,1,1,7
1481,100,14,14, ,1,1,1,7
1482,200,81,81, ,1,1,1,7
1483,300,189,189, ,1,1,1,7
1484,-100,242,189,To support your quest to get all the money,0.005,1,1,5
1485,100,189,242,To support your quest to get all the money,0.005,2.5,2,5
1486,-75,81,242,75 SCC for beeing my friend,0.005,2.88994962,2.88994962,4
1487,75,242,81,75 SCC for beeing my friend,0.005,2.08373111,1,4
1488,100,196,196, ,1,1,1,7
1489,300,55,55, ,1,1,1,7
1490,100,128,128, ,1,1,1,7
1491,-100,104,55,have fun,0.005,1.24676281,1.24676281,2
1492,100,55,104,have fun,0.005,1.6233814,1,2
1493,-100,128,55,have fun,0.005,1.05,1.05,4
1494,100,55,128,have fun,0.005,1.525,1,4
1495,-75,164,34,For your comment on animal experiments,0.005,1,1,5
1496,75,34,164,For your comment on animal experiments,0.005,1.375,1,5
1497,300,104,104, ,1,1,1,7
1498,-100,55,104,Go to Coldplay,0.005,1,1,3
1499,100,104,55,Go to Coldplay,0.005,1.5,1,3
1500,-100,128,104,Hi,0.005,1.6233814,1.6233814,2
1501,100,104,128,Hi,0.005,1.8116907,1,2
1502,-100,236,34,For your post in bitcoin,0.005,1,1,6
1503,100,34,236,For your post in bitcoin,0.005,1.5613575,1.0613575,6
1504,200,139,139, ,1,1,1,7
1505,400,195,195, ,1,1,1,7
1506,-9,195,34,congrats,0.005,1.375,1.375,4
1507,9,34,195,congrats,0.005,1.061875,1,4
1508,400,164,164, ,1,1,1,7
1509,-13,195,164,living in munich,0.005,1,1,2
1510,13,164,195,living in munich,0.005,1.065,1,2
1511,-10,139,164,for not eating meat,0.005,1.375,1.375,5
1512,10,164,139,for not eating meat,0.005,1.06875,1,5
1513,-50,34,164,for being active in politics,0.005,1.15,1.15,1
1514,50,164,34,for being active in politics,0.005,1.2875,1,1
1515,-20,103,195,po saila,0.005,1,1,3
1516,20,195,103,po saila,0.005,1.31,1.21,3
1517,100,169,169, ,1,1,1,7
1518,-20,27,195,jolly malpu,0.005,1.065,1.065,2
1519,20,195,27,jolly malpu,0.005,1.1065,1,2
1520,-10,35,169,Dude you trollin and people rollin,0.005,1,1,6
1521,10,169,35,Dude you trollin and people rollin,0.005,1.56,1.51,6
1522,-10,195,169,Dever yedde malpad. Vanas da dakshine pathonu.,0.005,1,1,4
1523,10,169,195,Dever yedde malpad. Vanas da dakshine pathonu.,0.005,1.111875,1.061875,4
1524,-50,169,195,E Bhoomi d edde bele malthinek namma e kanike dethonle.,0.005,1.25,1.25,6
1525,50,195,169,E Bhoomi d edde bele malthinek namma e kanike dethonle.,0.005,1.3125,1,6
1526,100,111,111, ,1,1,1,7
1527,-50,195,169,Dever deelaka aapundu _/\_,0.005,1,1,4
1528,50,169,195,Dever deelaka aapundu _/\_,0.005,1.361875,1.111875,4
1529,-20,4,195,Keep drillinDrilon,0.005,1.25,1.25,6
1530,20,195,4,Keep drillinDrilon,0.005,1.125,1,6
1531,200,23,23, ,1,1,1,7
1532,-50,35,23,very active,0.005,1,1,3
1533,50,23,35,very active,0.005,1.25,1,3
1534,200,225,225, ,1,1,1,7
1535,300,228,228, ,1,1,1,7
1536,-50,206,228,good input on macron,0.005,1,1,6
1537,50,228,206,good input on macron,0.005,1.45,1.2,6
1538,100,62,62, ,1,1,1,7
1539,100,190,190, ,1,1,1,7
1540,-100,191,190,For blog on Best Burgers in Munich,0.005,1,1,6
1541,100,190,191,For blog on Best Burgers in Munich,0.005,1.5,1,6
1542,-100,247,190,For no reason ;-),0.005,2.00301281,2.00301281,2
1543,100,190,247,For no reason ;-),0.005,2.0826564,1.08115,2
1544,-100,3,190,Have fun!,0.005,1,1,5
1545,100,190,3,Have fun!,0.005,1.75,1.25,5
1546,100,72,72, ,1,1,1,7
1547,100,110,110, ,1,1,1,7
1548,100,199,199, ,1,1,1,7
1549,100,91,91, ,1,1,1,7
1550,-40,162,91,Nice american/german analogy,0.005,1,1,6
1551,40,91,162,Nice american/german analogy,0.005,1.25,1.05,6
1552,100,118,118, ,1,1,1,7
1553,100,74,74, ,1,1,1,7
1554,-50,239,74,Yummy ice,0.005,1.75,1.75,6
1555,50,74,239,Yummy ice,0.005,1.4375,1,6
1556,-58,62,74,Meat love,0.005,1,1,3
1557,58,74,62,Meat love,0.005,1.29,1,3
1558,-100,242,45,more money for moneystudent,0.005,1,1,4
1559,100,45,242,more money for moneystudent,0.005,3.38994962,2.88994962,4
1560,-34,242,7,Because money goes to those who already got a lot of it,0.005,1.24676281,1.24676281,2
1561,34,7,242,Because money goes to those who already got a lot of it,0.005,1.21194968,1,2
1562,100,83,83, ,1,1,1,7
1563,-50,46,83,speaks the truth,0.005,1,1,6
1564,50,83,46,speaks the truth,0.005,1.805,1.555,6
1565,100,135,135, ,1,1,1,7
1566,200,198,198, ,1,1,1,7
1567,100,28,28, ,1,1,1,7
1568,100,180,180, ,1,1,1,7
1569,100,200,200, ,1,1,1,7
1570,-100,242,200,some cash,0.005,1.005,1.005,4
1571,100,200,242,some cash,0.005,3.89244962,3.38994962,4
1572,-100,118,200,some cash,0.005,1,1,5
1573,100,200,118,some cash,0.005,1.5,1,5
1574,100,29,29, ,1,1,1,7
1575,-100,10,29,Awesome content.,0.005,1,1,4
1576,100,29,10,Awesome content.,0.005,1.505,1.005,4
1577,-100,242,29,Making the rich richer.,0.005,1,1,5
1578,100,29,242,Making the rich richer.,0.005,3,2.5,5
1579,-50,72,29,Being consistent,0.005,1,1,4
1580,50,29,72,Being consistent,0.005,1.6175,1.3675,4
1581,200,120,120, ,1,1,1,7
1582,-5,224,120,good answer,0.005,1,1,6
1583,5,120,224,good answer,0.005,1.05,1.025,6
1584,-5,69,120,nice profile pic,0.005,1,1,6
1585,5,120,69,nice profile pic,0.005,1.030125,1.005125,6
1586,-20,221,200,what's wrong with the CD?!?,0.005,1.15,1.15,6
1587,20,200,221,what's wrong with the CD?!?,0.005,1.215,1.1,6
1588,300,194,194, ,1,1,1,7
1589,-100,2,194,Thank you!,0.005,1.005,1.005,6
1590,100,194,2,Thank you!,0.005,1.5025,1,6
1591,-100,2,194,Thank you!,0.005,1.005,1.005,6
1592,100,194,2,Thank you!,0.005,2.005,1.5025,6
1593,-100,2,194,Thank you!,0.005,1.005,1.005,6
1594,100,194,2,Thank you!,0.005,2.5075,2.005,6
1595,-100,2,194,Thank you!,0.005,1.005,1.005,6
1596,100,194,2,Thank you!,0.005,3.01,2.5075,6
1597,-100,2,194,Thank you!,0.005,1.005,1.005,6
1598,100,194,2,Thank you!,0.005,3.5125,3.01,6
1599,-100,2,194,Thank you!,0.005,1.005,1.005,6
1600,100,194,2,Thank you!,0.005,4.015,3.5125,6
1601,100,80,80, ,1,1,1,7
1602,-10,72,80,for Pokeballs,0.005,1,1,6
1603,10,80,72,for Pokeballs,0.005,3.10025,3.05025,6
1604,200,63,63, ,1,1,1,7
1605,100,93,93, ,1,1,1,7
1606,-100,242,93,take all my money!,0.005,1,1,6
1607,100,93,242,take all my money!,0.005,3.1418875,2.6418875,6
1608,100,155,155, ,1,1,1,7
1609,-50,76,155,For your blogpost about pizza,0.005,1,1,3
1610,50,155,76,For your blogpost about pizza,0.005,1.25,1,3
1611,400,140,140, ,1,1,1,7
1612,-50,136,140,Hi here are 50 credits,0.005,1.25,1.25,4
1613,50,140,136,Hi here are 50 credits,0.005,1.625,1.3125,4
1614,-50,34,140,Hi here are 50 credits,0.005,1.25,1.25,4
1615,50,140,34,Hi here are 50 credits,0.005,1.6875,1.375,4
1616,-10,139,140,Here are 10 credits,0.005,1.35,1.35,3
