Transfer ID,Transfer Value,Sender ID,Receiver ID,Comment,Factor,SCW new of receiver,SCW old of receiver,Topic ID
597,-100,3,198,Ruhullah is really nice guy and he is also my facebook friend.,0.005,1,1,2
598,100,198,3,Ruhullah is really nice guy and he is also my facebook friend.,0.005,1.5,1,2
599,-50,77,198,He is my classmate and very good guy.,0.005,1,1,2
600,50,198,77,He is my classmate and very good guy.,0.005,1.25,1,2
601,-50,26,198,Good behavior.,0.005,1,1,3
602,50,198,26,Good behavior.,0.005,1.45,1.2,3
603,-1,157,113,xD,0.005,1,1,5
604,1,113,157,xD,0.005,1.005,1,5
605,100,14,14, ,1,1,1,7
606,-5,72,12,He/She is funny,0.005,1,1,6
607,5,12,72,He/She is funny,0.005,1.7825,1.7575,6
608,100,197,197, ,1,1,1,7
609,-20,146,12,Found a security/privacy issue with this social network,0.005,1,1,5
610,20,12,146,Found a security/privacy issue with this social network,0.005,1.1,1,5
611,100,176,176, ,1,1,1,7
612,100,2,2, ,1,1,1,7
613,100,162,162, ,1,1,1,7
614,100,69,69, ,1,1,1,7
615,-10,70,69,Heyho example so,0.005,1,1,4
616,10,69,70,Heyho example so,0.005,1.05,1,4
617,100,35,35, ,1,1,1,7
618,100,27,27, ,1,1,1,7
619,-100,35,27,:(,0.005,1,1,5
620,100,27,35,:(,0.005,1.75,1.25,5
621,100,70,70, ,1,1,1,7
622,-2,72,70,pika pika pi,0.005,1.025,1.025,6
623,2,70,72,pika pika pi,0.005,1.79275,1.7825,6
624,-1,69,70,hahaha i trusted you,0.005,1.05,1.05,4
625,1,70,69,hahaha i trusted you,0.005,1.00525,1,4
626,-1,70,69,For last night!,0.005,1,1,5
627,1,69,70,For last night!,0.005,1.005,1,5
628,100,92,92, ,1,1,1,7
629,100,199,199, ,1,1,0,1
630,100,110,110, ,1,1,1,7
631,100,174,174, ,1,1,1,7
632,100,199,199, ,1,1,1,7
633,100,200,200, ,1,1,0,1
634,100,200,200, ,1,1,1,7
635,100,201,201, ,1,1,0,1
636,100,186,186, ,1,1,1,7
637,-100,29,186,Oink,0.005,1,1,2
638,100,186,29,Oink,0.005,1.65,1.15,2
639,100,72,72, ,1,1,1,7
640,100,202,202, ,1,1,0,1
641,100,11,11, ,1,1,1,7
642,-9,168,72,The candy was delicious. Pika :D,0.005,1,1,3
643,9,72,168,The candy was delicious. Pika :D,0.005,1.045,1,3
644,100,203,203, ,1,1,0,1
645,100,204,204, ,1,1,0,1
646,100,204,204, ,1,1,1,7
647,100,203,203, ,1,1,1,7
648,-1,103,203,Lol,0.005,1,1,1
649,1,203,103,Lol,0.005,1.005,1,1
650,100,103,103, ,1,1,1,7
651,-1,203,103,Thank you!,0.005,1,1,2
652,1,103,203,Thank you!,0.005,1.005,1,2
653,100,205,205, ,1,1,0,1
654,100,36,36, ,1,1,1,7
655,-1,194,36,\($.$)/,0.005,1,1,6
656,1,36,194,\($.$)/,0.005,1.005,1,6
657,100,129,129, ,1,1,1,7
658,100,206,206, ,1,1,0,1
659,100,205,205, ,1,1,1,7
660,100,46,46, ,1,1,1,7
661,100,201,201, ,1,1,1,7
662,-1,26,205,I trust you.,0.005,1,1,4
663,1,205,26,I trust you.,0.005,1.155,1.15,4
664,100,96,96, ,1,1,1,7
665,-100,103,96,Credit pay back until next week,0.005,1,1,4
666,100,96,103,Credit pay back until next week,0.005,1.5,1,4
667,-100,103,96,Thank you!,0.005,1,1,4
668,100,96,103,Thank you!,0.005,2,1.5,4
669,-100,103,96,Thats all I've got. Make the best of it,0.005,1,1,4
670,100,96,103,Thats all I've got. Make the best of it,0.005,2.5,2,4
671,100,100,100, ,1,1,1,7
672,100,54,54, ,1,1,1,7
673,100,28,28, ,1,1,1,7
674,-100,45,46,Unity PR Orga,0.005,1.06,1.06,5
675,100,46,45,Unity PR Orga,0.005,1.68,1.15,5
676,100,64,64, ,1,1,1,7
677,-20,7,46,Unity Orga,0.005,1.06,1.06,5
678,20,46,7,Unity Orga,0.005,1.601,1.495,5
679,100,207,207, ,1,1,0,1
680,100,208,208, ,1,1,0,1
681,100,209,209, ,1,1,0,1
682,100,208,208, ,1,1,1,7
683,100,209,209, ,1,1,1,7
684,-50,1,209,dffdslhfsdlfsd,0.005,1,1,4
685,50,209,1,dffdslhfsdlfsd,0.005,1.3,1.05,4
686,-50,1,209,dfhdhvsdj,0.005,1,1,5
687,50,209,1,dfhdhvsdj,0.005,1.25,1,5
688,-50,1,209,sfdjbash,0.005,1,1,2
689,50,209,1,sfdjbash,0.005,1.255,1.005,2
690,-50,1,209,fsdkbhfsbh,0.005,1,1,6
691,50,209,1,fsdkbhfsbh,0.005,1.25,1,6
692,-10,101,208,WG Street Credibility,0.005,1,1,2
693,10,208,101,WG Street Credibility,0.005,1.05,1,2
694,100,16,16, ,1,1,1,7
695,100,138,138, ,1,1,1,7
696,100,210,210, ,1,1,0,1
697,100,206,206, ,1,1,1,7
698,100,32,32, ,1,1,1,7
699,-10,89,32,Thank you for reminding me to do the exercise! ;),0.005,1,1,6
700,10,32,89,Thank you for reminding me to do the exercise! ;),0.005,1.05,1,6
701,100,157,157, ,1,1,1,7
702,100,193,193, ,1,1,1,7
703,100,118,118, ,1,1,1,7
704,100,121,121, ,1,1,1,7
705,-20,111,121,his comments are very balanced and sensible!,0.005,1,1,1
706,20,121,111,his comments are very balanced and sensible!,0.005,1.1,1,1
707,-20,35,121,I serious think  this guy is the prof or one of the tutor but because he is super active and funny that's why here is my 20 cents!,0.005,1,1,5
708,20,121,35,I serious think  this guy is the prof or one of the tutor but because he is super active and funny that's why here is my 20 cents!,0.005,1.85,1.75,5
709,100,91,91, ,1,1,1,7
710,-10,72,121,He seems a pretty trustworthy person knows something about everything and is pretty funny!,0.005,1,1,4
711,10,121,72,He seems a pretty trustworthy person knows something about everything and is pretty funny!,0.005,1.05,1,4
712,100,97,97, ,1,1,1,7
713,100,116,116, ,1,1,1,7
714,100,179,179, ,1,1,1,7
715,100,180,180, ,1,1,1,7
716,-55,180,179,For the trust I have on you!!!,0.005,1,1,4
717,55,179,180,For the trust I have on you!!!,0.005,1.275,1,4
718,100,211,211, ,1,1,0,1
719,100,211,211, ,1,1,1,7
720,100,212,212, ,1,1,0,1
721,100,212,212, ,1,1,1,7
722,100,120,120, ,1,1,1,7
723,-5,110,120,Great topic,0.005,1,1,2
724,5,120,110,Great topic,0.005,1.505,1.48,2
725,100,122,122, ,1,1,1,7
726,100,213,213, ,1,1,0,1
727,100,214,214, ,1,1,0,1
728,100,215,215, ,1,1,0,1
729,100,213,213, ,1,1,1,7
730,-100,18,213,Hello,0.005,1,1,1
731,100,213,18,Hello,0.005,1.5,1,1
732,-100,5,213,Hello,0.005,1,1,2
733,100,213,5,Hello,0.005,1.5,1,2
734,100,216,216, ,1,1,0,1
735,100,15,15, ,1,1,1,7
736,-15,72,91,For being active^^,0.005,1,1,6
737,15,91,72,For being active^^,0.005,1.86775,1.79275,6
738,100,217,217, ,1,1,0,1
739,100,218,218, ,1,1,0,1
740,100,218,218, ,1,1,1,7
741,100,217,217, ,1,1,1,7
742,-25,217,218,Interesting tips on places to drink in Munich.,0.005,1,1,2
743,25,218,217,Interesting tips on places to drink in Munich.,0.005,1.125,1,2
744,-25,218,217,travelling the Slovakia,0.005,1,1,6
745,25,217,218,travelling the Slovakia,0.005,1.125,1,6
746,-100,218,217,writing email to the course instructor,0.005,1,1,6
747,100,217,218,writing email to the course instructor,0.005,1.625,1.125,6
748,-100,217,218,Very responsible. Gives driving lessons to Mark.,0.005,1,1,5
749,100,218,217,Very responsible. Gives driving lessons to Mark.,0.005,1.5,1,5
750,100,219,219, ,1,1,0,1
751,100,98,98, ,1,1,1,7
752,100,220,220, ,1,1,0,1
753,100,83,83, ,1,1,1,7
754,100,139,139, ,1,1,1,7
755,100,221,221, ,1,1,0,1
756,100,107,107, ,1,1,1,7
757,-8,187,107,Test,0.005,1,1,4
758,8,107,187,Test,0.005,1.04,1,4
759,100,20,20, ,1,1,1,7
760,100,194,194, ,1,1,1,7
761,-25,43,122,for a very well thought out and structured post about TV series)),0.005,1,1,6
762,25,122,43,for a very well thought out and structured post about TV series)),0.005,1.175,1.05,6
763,-20,55,122,Good taste in TV,0.005,1,1,6
764,20,122,55,Good taste in TV,0.005,1.15,1.05,6
765,-25,118,122,For love of ice-cream),0.005,1,1,2
766,25,122,118,For love of ice-cream),0.005,1.125,1,2
767,100,48,48, ,1,1,1,7
768,100,222,222, ,1,1,0,1
769,100,155,155, ,1,1,1,7
770,100,223,223, ,1,1,0,1
771,100,105,105, ,1,1,1,7
772,100,224,224, ,1,1,0,1
773,100,222,222, ,1,1,1,7
774,100,93,93, ,1,1,1,7
775,100,111,111, ,1,1,1,7
776,100,145,145, ,1,1,1,7
777,100,68,68, ,1,1,1,7
778,-1,105,68,For the sake of testing ;),0.005,1,1,6
779,1,68,105,For the sake of testing ;),0.005,1.005,1,6
780,-2,73,68,Offer of exchanging data for User Survey,0.005,1,1,6
781,2,68,73,Offer of exchanging data for User Survey,0.005,1.01,1,6
782,-10,190,118,What is that perfect thing to do on a beautiful summer evening ? topic,0.005,1.125,1.125,2
783,10,118,190,What is that perfect thing to do on a beautiful summer evening ? topic,0.005,1.05625,1,2
784,100,38,38, ,1,1,1,7
785,-1,105,38,Here is your dollar :),0.005,1,1,6
786,1,38,105,Here is your dollar :),0.005,1.01,1.005,6
787,100,73,73, ,1,1,1,7
788,-30,218,73,Started a discussion about beer,0.005,1,1,2
789,30,73,218,Started a discussion about beer,0.005,1.15,1,2
790,-30,118,73,started a conversation about secret attractions of Munich,0.005,1,1,2
791,30,73,118,started a conversation about secret attractions of Munich,0.005,1.275,1.125,2
792,-30,190,73,started a blog I commented on,0.005,1,1,2
793,30,73,190,started a blog I commented on,0.005,1.20625,1.05625,2
794,-1,105,73,Testing the Market System,0.005,1.01,1.01,6
795,1,73,105,Testing the Market System,0.005,1.01505,1.01,6
796,-5,105,72,I love toast with butter. Pika :),0.005,1.255,1.255,5
797,5,72,105,I love toast with butter. Pika :),0.005,1.031375,1,5
798,-10,39,72,I love muffins :3 Pikapika,0.005,1.255,1.255,5
799,10,72,39,I love muffins :3 Pikapika,0.005,1.06275,1,5
800,-5,161,72,Pikapikachu :3,0.005,1.255,1.255,5
801,5,72,161,Pikapikachu :3,0.005,1.031375,1,5
802,-5,121,72,Congrats for your first PokéDollar :) Pikaaaa :3,0.005,1.255,1.255,5
803,5,72,121,Congrats for your first PokéDollar :) Pikaaaa :3,0.005,1.031375,1,5
804,100,225,225, ,1,1,0,1
805,-5,73,118,What is the best secret attraction in Munich? topic comment,0.005,1.275,1.275,2
806,5,118,73,What is the best secret attraction in Munich? topic comment,0.005,1.031875,1,2
807,-5,98,118,What is the best secret attraction in Munich? topic comment,0.005,1.275,1.275,2
808,5,118,98,What is the best secret attraction in Munich? topic comment,0.005,1.031875,1,2
809,100,226,226, ,1,1,0,1
810,-1,68,105,for the sake of science!,0.005,1,1,4
811,1,105,68,for the sake of science!,0.005,1.005,1,4
812,-1,73,105,For the sake of science!,0.005,1,1,4
813,1,105,73,For the sake of science!,0.005,1.005,1,4
814,-1,121,105,For the sake of science!!,0.005,1,1,4
815,1,105,121,For the sake of science!!,0.005,1.005,1,4
816,-1,72,105,For the sake of science,0.005,1,1,4
817,1,105,72,For the sake of science,0.005,1.055,1.05,4
818,-20,72,122,For appreciating winter snow and hot chocolate,0.005,1,1,6
819,20,122,72,For appreciating winter snow and hot chocolate,0.005,1.96775,1.86775,6
820,-10,41,122,For love of coffee and reading),0.005,1,1,6
821,10,122,41,For love of coffee and reading),0.005,1.05,1,6
822,100,102,102, ,1,1,1,7
823,-42,216,102,-0 lol,0.005,1,1,3
824,42,102,216,-0 lol,0.005,1.21,1,3
825,100,130,130, ,1,1,1,7
826,100,123,123, ,1,1,1,7
827,-10,105,123,Exploring the market system! :D,0.005,1,1,4
828,10,123,105,Exploring the market system! :D,0.005,1.05,1,4
829,-10,118,123,Good blog post :),0.005,1.35,1.35,2
830,10,123,118,Good blog post :),0.005,1.3425,1.275,2
831,-10,118,123,:),0.005,1.35,1.35,2
832,10,123,118,:),0.005,1.41,1.3425,2
833,100,65,65, ,1,1,1,7
834,-1,98,65,Es scheint als dass man kein Geld verliert wenn man jmd was schickt? (Bug?!),0.005,1,1,6
835,1,65,98,Es scheint als dass man kein Geld verliert wenn man jmd was schickt? (Bug?!),0.005,1.03,1.025,6
836,100,170,170, ,1,1,1,7
837,100,226,226, ,1,1,1,7
838,100,227,227, ,1,1,0,1
839,-5,123,118,What is the best secret attraction in Munich - topic contribution,0.005,1.41,1.41,2
840,5,118,123,What is the best secret attraction in Munich - topic contribution,0.005,1.38525,1.35,2
841,100,43,43, ,1,1,1,7
842,100,86,86, ,1,1,1,7
843,-20,118,110,Now I know more interesting places to visit,0.005,1.505,1.505,2
844,20,110,118,Now I know more interesting places to visit,0.005,1.5605,1.41,2
845,100,84,84, ,1,1,1,7
846,100,228,228, ,1,1,0,1
847,100,228,228, ,1,1,1,7
848,100,214,214, ,1,1,1,7
849,-20,91,105,nobody loves me <3,0.005,1.031375,1.031375,5
850,20,105,91,nobody loves me <3,0.005,1.1531375,1.05,5
851,100,229,229, ,1,1,0,1
852,100,220,220, ,1,1,1,7
853,-5,72,84,great comment,0.005,1,1,6
854,5,84,72,great comment,0.005,1.99275,1.96775,6
855,-1,105,220,Dollar4Dollar,0.005,1,1,6
856,1,220,105,Dollar4Dollar,0.005,1.02005,1.01505,6
857,-5,110,220,Thanks for linking the Piazza Post to the discussion.,0.005,1,1,6
858,5,220,110,Thanks for linking the Piazza Post to the discussion.,0.005,1.025,1,6
859,100,230,230, ,1,1,0,1
860,100,137,137, ,1,1,1,7
861,-1,80,137,;lkhl;iug;iuo,0.005,1,1,1
862,1,137,80,;lkhl;iug;iuo,0.005,1.005,1,1
863,-1,44,137,;mklnlkgo9luhn;,0.005,1,1,2
864,1,137,44,;mklnlkgo9luhn;,0.005,1.005,1,2
865,-1,68,137,lmnoiug;ouih,0.005,1,1,1
866,1,137,68,lmnoiug;ouih,0.005,1.005,1,1
867,-1,112,137,liugo;hjio,0.005,1,1,4
868,1,137,112,liugo;hjio,0.005,1.005,1,4
869,-1,35,137,ligo.guhkigkubujk,0.005,1,1,6
870,1,137,35,ligo.guhkigkubujk,0.005,1.26,1.255,6
871,100,39,39, ,1,1,1,7
872,100,231,231, ,1,1,0,1
873,-30,200,122,Loving Dr.Strangelove,0.005,1,1,6
874,30,122,200,Loving Dr.Strangelove,0.005,1.15,1,6
875,-40,206,122,For helpful advice and being nice,0.005,1,1,6
876,40,122,206,For helpful advice and being nice,0.005,1.2,1,6
877,100,232,232, ,1,1,0,1
878,100,233,233, ,1,1,0,1
879,100,233,233, ,1,1,1,7
880,100,234,234, ,1,1,0,1
881,100,234,234, ,1,1,1,7
882,-20,188,234,Reward good behavior,0.005,1,1,1
883,20,234,188,Reward good behavior,0.005,1.1,1,1
884,100,13,13, ,1,1,1,7
885,100,235,235, ,1,1,0,1
886,100,235,235, ,1,1,1,7
887,-1,200,97,Here :),0.005,1,1,4
888,1,97,200,Here :),0.005,1.005,1,4
889,-1,206,97,Here :),0.005,1,1,4
890,1,97,206,Here :),0.005,1.005,1,4
891,-1,1,97,Please send me more back!,0.005,1,1,4
892,1,97,1,Please send me more back!,0.005,1.305,1.3,4
893,100,236,236, ,1,1,0,1
894,100,236,236, ,1,1,1,7
895,-1,28,97,Here :),0.005,1,1,4
896,1,97,28,Here :),0.005,1.005,1,4
897,-1,2,194,The best!,0.005,1,1,5
898,1,194,2,The best!,0.005,1.005,1,5
899,-1,97,28,;) trust builds friendship,0.005,1.005,1.005,4
900,1,28,97,;) trust builds friendship,0.005,1.005025,1,4
901,100,237,237, ,1,1,0,1
902,100,238,238, ,1,1,0,1
903,100,238,238, ,1,1,1,7
904,-50,195,238,Connection to social network,0.005,1,1,6
905,50,238,195,Connection to social network,0.005,1.25,1,6
906,100,4,4, ,1,1,1,7
907,100,55,55, ,1,1,1,7
908,-30,161,122,Good taste in movies and helpfulness,0.005,1,1,6
909,30,122,161,Good taste in movies and helpfulness,0.005,1.45,1.3,6
910,100,34,34, ,1,1,1,7
911,-10,29,32,Thanks for the advice with best beer gardens!,0.005,1,1,2
912,10,32,29,Thanks for the advice with best beer gardens!,0.005,1.7,1.65,2
913,100,239,239, ,1,1,0,1
914,100,239,239, ,1,1,1,7
915,100,136,136, ,1,1,1,7
916,-50,140,136,you owe it ;),0.005,1,1,3
917,50,136,140,you owe it ;),0.005,1.35,1.1,3
918,-50,34,136,Aish kar,0.005,1,1,2
919,50,136,34,Aish kar,0.005,1.3,1.05,2
920,-50,72,136,Socially active,0.005,1,1,5
921,50,136,72,Socially active,0.005,1.505,1.255,5
922,-50,3,136,Ramzan mubarak,0.005,1,1,6
923,50,136,3,Ramzan mubarak,0.005,1.25,1,6
924,100,57,57, ,1,1,1,7
925,-10,26,123,Good talk in NLP seminar!,0.005,1,1,6
926,10,123,26,Good talk in NLP seminar!,0.005,1.05,1,6
927,-50,74,239,Star Wars is fun!,0.005,1,1,6
928,50,239,74,Star Wars is fun!,0.005,1.25,1,6
929,100,240,240, ,1,1,0,1
930,-5,191,145,A nice person,0.005,1,1,4
931,5,145,191,A nice person,0.005,1.025,1,4
932,-15,144,145,No comment needed here,0.005,1,1,4
933,15,145,144,No comment needed here,0.005,1.075,1,4
934,100,241,241, ,1,1,0,1
935,-10,162,38,That's 10 from me :),0.005,1,1,6
936,10,38,162,That's 10 from me :),0.005,1.05,1,6
937,100,109,109, ,1,1,1,7
938,-10,18,109,it's something!,0.005,1,1,6
939,10,109,18,it's something!,0.005,1.05,1,6
940,-60,183,109,you re welcome,0.005,1.1,1.1,4
941,60,109,183,you re welcome,0.005,1.33,1,4
942,-50,185,109,there you go,0.005,1.1,1.1,4
943,50,109,185,there you go,0.005,1.275,1,4
944,100,242,242, ,1,1,0,1
945,100,242,242, ,1,1,1,7
946,-100,242,97,here,0.005,1,1,5
947,100,97,242,here,0.005,1.5,1,5
948,-100,242,97,here,0.005,1.005025,1.005025,4
949,100,97,242,here,0.005,1.5025125,1,4
950,-97,242,97,here,0.005,1.005025,1.005025,4
951,97,97,242,here,0.005,1.98994962,1.5025125,4
952,100,163,163, ,1,1,1,7
953,-25,242,163,Request fullfilled,0.005,1,1,6
954,25,163,242,Request fullfilled,0.005,1.125,1,6
955,-10,72,162,Got to know about Pokemon from him! :D,0.005,1.05,1.05,6
956,10,162,72,Got to know about Pokemon from him! :D,0.005,2.04525,1.99275,6
957,100,62,62, ,1,1,1,7
958,-100,74,62,Funny post about Social Network MPU,0.005,1,1,6
959,100,62,74,Funny post about Social Network MPU,0.005,1.75,1.25,6
960,-50,162,55,There you go!,0.005,1,1,5
961,50,55,162,There you go!,0.005,1.25,1,5
962,-6,236,72,Pikapika pikachu <3,0.005,2.04525,2.04525,6
963,6,72,236,Pikapika pikachu <3,0.005,1.0613575,1,6
964,100,165,165, ,1,1,1,7
965,100,189,189, ,1,1,1,7
966,100,52,52, ,1,1,1,7
967,100,128,128, ,1,1,1,7
968,100,243,243, ,1,1,0,1
969,100,243,243, ,1,1,1,7
970,-5,65,118,A neat coincidence topic contribution,0.005,1.5605,1.5605,2
971,5,118,65,A neat coincidence topic contribution,0.005,1.0640125,1.025,2
972,-5,229,118,What is the best secret attraction in Munich? - topic contribution,0.005,1.5605,1.5605,2
973,5,118,229,What is the best secret attraction in Munich? - topic contribution,0.005,1.0390125,1,2
974,100,41,41, ,1,1,1,7
975,-100,126,41,coz you're my bestie :D #bunnySquad,0.005,1.05,1.05,6
976,100,41,126,coz you're my bestie :D #bunnySquad,0.005,1.525,1,6
977,100,244,244, ,1,1,0,1
978,-50,72,243,For being active and for the most part funny.,0.005,1,1,6
979,50,243,72,For being active and for the most part funny.,0.005,2.29525,2.04525,6
980,-50,137,128,For publishing the link of the python tutorial,0.005,1.05,1.05,6
981,50,128,137,For publishing the link of the python tutorial,0.005,1.2625,1,6
982,100,153,153, ,1,1,1,7
983,100,183,183, ,1,1,1,7
984,-100,109,183,good help and communication,0.005,1.33,1.33,4
985,100,183,109,good help and communication,0.005,1.765,1.1,4
986,100,161,161, ,1,1,1,7
987,-25,1,161,I just like him.,0.005,1,1,4
988,25,161,1,I just like him.,0.005,1.43,1.305,4
989,-15,64,161,seems nice.,0.005,1.45,1.45,6
990,15,161,64,seems nice.,0.005,1.10875,1,6
991,-15,72,161,cool person.,0.005,1,1,1
992,15,161,72,cool person.,0.005,1.325,1.25,1
993,100,94,94, ,1,1,1,7
994,-1,25,94,noice,0.005,1,1,2
995,1,94,25,noice,0.005,1.005,1,2
996,-1,38,94,good job,0.005,1,1,2
997,1,94,38,good job,0.005,1.005,1,2
998,100,158,158, ,1,1,1,7
999,-10,26,158,Here are 10 credits for your great contribution! :P,0.005,1,1,2
1000,10,158,26,Here are 10 credits for your great contribution! :P,0.005,1.05,1,2
1001,100,245,245, ,1,1,0,1
1002,-2,243,206,you were called fat because OP's title sucked,0.005,1.2,1.2,6
1003,2,206,243,you were called fat because OP's title sucked,0.005,1.012,1,6
1004,100,245,245, ,1,1,1,7
1005,100,210,210, ,1,1,1,7
1006,-15,90,245,hey,0.005,1,1,2
1007,15,245,90,hey,0.005,1.075,1,2
1008,100,246,246, ,1,1,0,1
1009,100,108,108, ,1,1,1,7
1010,100,246,246, ,1,1,1,7
1011,100,47,47, ,1,1,1,7
1012,-30,46,47,nice,0.005,1,1,2
1013,30,47,46,nice,0.005,1.645,1.495,2
1014,100,104,104, ,1,1,1,7
1015,100,76,76, ,1,1,1,7
1016,100,72,72, ,1,1,1,7
1017,-5,246,72,To pay off all my sins. Pikapika :),0.005,1.505,1.505,5
1018,5,72,246,To pay off all my sins. Pikapika :),0.005,1.037625,1,5
1019,200,63,63, ,1,1,1,7
1020,100,168,168, ,1,1,1,7
1021,100,122,122, ,1,1,1,7
1022,100,242,242, ,1,1,1,7
1023,200,23,23, ,1,1,1,7
1024,-30,20,23,:),0.005,1,1,2
1025,30,23,20,:),0.005,1.15,1,2
1026,-10,242,72,Money in da hooouse Cho,0.005,2.29525,2.29525,6
1027,10,72,242,Money in da hooouse Cho,0.005,1.2397625,1.125,6
1028,100,220,220, ,1,1,1,7
1029,100,214,214, ,1,1,1,7
1030,100,52,52, ,1,1,1,7
1031,100,247,247, ,1,1,0,1
1032,100,248,248, ,1,1,0,1
1033,200,45,45, ,1,1,1,7
1034,-50,46,45,bribe to stop actions against #fachschaftsbullshit,0.005,1,1,1
1035,50,45,46,bribe to stop actions against #fachschaftsbullshit,0.005,1.255,1.005,1
1036,-50,74,45,forgot to sign your gamescomfahrt payment,0.005,1,1,4
1037,50,45,74,forgot to sign your gamescomfahrt payment,0.005,1.375,1.125,4
1038,-50,127,45,forgot to sign your gamescomfahrtpayment,0.005,1,1,4
1039,50,45,127,forgot to sign your gamescomfahrtpayment,0.005,1.25,1,4
1040,100,247,247, ,1,1,1,7
1041,-20,3,247,I really liked your post,0.005,1,1,2
1042,20,247,3,I really liked your post,0.005,1.6,1.5,2
1043,-50,10,247,I really liked your post,0.005,1,1,3
1044,50,247,10,I really liked your post,0.005,1.25,1,3
1045,100,239,239, ,1,1,1,7
1046,100,226,226, ,1,1,1,7
1047,100,249,249, ,1,1,0,1
1048,100,249,249, ,1,1,1,7
1049,100,92,92, ,1,1,1,7
1050,100,46,46, ,1,1,1,7
1051,100,243,243, ,1,1,1,7
1052,100,225,225, ,1,1,1,7
1053,100,105,105, ,1,1,1,7
1054,100,38,38, ,1,1,1,7
1055,-15,242,38,For awesome lyrics ;),0.005,1,1,6
1056,15,38,242,For awesome lyrics ;),0.005,1.3147625,1.2397625,6
1057,100,11,11, ,1,1,1,7
1058,-20,38,11,great idea to suggest the RB leipzig post,0.005,1,1,6
1059,20,11,38,great idea to suggest the RB leipzig post,0.005,1.1,1,6
1060,200,37,37, ,1,1,1,7
1061,100,139,139, ,1,1,1,7
1062,-10,118,139,Helpful post about places around munich,0.005,1.25,1.25,2
1063,10,139,118,Helpful post about places around munich,0.005,1.623,1.5605,2
1064,100,76,76, ,1,1,1,7
1065,-75,242,76,Wohhooo right answer!,0.005,1,1,6
1066,75,76,242,Wohhooo right answer!,0.005,1.6897625,1.3147625,6
1067,100,15,15, ,1,1,1,7
1068,100,2,2, ,1,1,1,7
1069,-100,14,15,:),0.005,1,1,4
1070,100,15,14,:),0.005,1.5,1,4
1071,-11,88,2,shut up and take my money,0.005,1,1,6
1072,11,2,88,shut up and take my money,0.005,1.105,1.05,6
1073,-50,37,15,:),0.005,1,1,5
1074,50,15,37,:),0.005,1.25,1,5
1075,100,250,250, ,1,1,0,1
1076,200,50,50, ,1,1,1,7
1077,100,201,201, ,1,1,1,7
1078,-20,7,46,Book recommendation: has good taste,0.005,1.005,1.005,6
1079,20,46,7,Book recommendation: has good taste,0.005,1.1005,1,6
1080,100,39,39, ,1,1,1,7
1081,200,106,106, ,1,1,1,7
1082,-50,39,106,:D,0.005,1.05,1.05,2
1083,50,106,39,:D,0.005,1.2625,1,2
1084,-50,72,106,<3,0.005,1.25,1.25,4
1085,50,106,72,<3,0.005,1.3675,1.055,4
1086,100,81,81, ,1,1,1,7
1087,-50,69,81,I'll be waiting for my BMW,0.005,1,1,4
1088,50,81,69,I'll be waiting for my BMW,0.005,1.25525,1.00525,4
1089,100,121,121, ,1,1,1,7
1090,100,20,20, ,1,1,1,7
1091,100,35,35, ,1,1,1,7
1092,200,87,87, ,1,1,1,7
1093,-24,144,87,kappa,0.005,1.015,1.015,6
1094,24,87,144,kappa,0.005,1.1218,1,6
1095,100,91,91, ,1,1,1,7
1096,100,86,86, ,1,1,1,7
1097,100,251,251, ,1,1,0,1
1098,-50,72,86,Treat yourself a nice social steak,0.005,1,1,3
1099,50,86,72,Treat yourself a nice social steak,0.005,1.25,1,3
1100,100,153,153, ,1,1,1,7
1101,-5,26,153,Because I like bonus points :D,0.005,1,1,6
1102,5,153,26,Because I like bonus points :D,0.005,1.075,1.05,6
1103,200,192,192, ,1,1,1,7
1104,-5,64,153,I like your profile pic.,0.005,1,1,6
1105,5,153,64,I like your profile pic.,0.005,1.13375,1.10875,6
1106,-10,247,153,I love books <3,0.005,1,1,6
1107,10,153,247,I love books <3,0.005,1.05,1,6
1108,100,137,137, ,1,1,1,7
1109,-20,86,20,meat is delicious!,0.005,1,1,3
1110,20,20,86,meat is delicious!,0.005,1.1,1,3
1111,-20,72,20,meat is delicious!,0.005,1,1,3
1112,20,20,72,meat is delicious!,0.005,1.35,1.25,3
1113,100,251,251, ,1,1,1,7
1114,-10,188,72,May the odds be always in your favor. Pikaa :),0.005,2.29525,2.29525,6
1115,10,72,188,May the odds be always in your favor. Pikaa :),0.005,1.1147625,1,6
1116,100,212,212, ,1,1,1,7
1117,-20,13,212,Thanks for the rogue one tip,0.005,1,1,4
1118,20,212,13,Thanks for the rogue one tip,0.005,1.1,1,4
1119,100,4,4, ,1,1,1,7
1120,-20,4,121,Super nice guy was very helpful!,0.005,1.005,1.005,4
1121,20,121,4,Super nice guy was very helpful!,0.005,1.1005,1,4
1122,100,246,246, ,1,1,1,7
1123,100,107,107, ,1,1,1,7
1124,-5,238,107,Test,0.005,1,1,5
1125,5,107,238,Test,0.005,1.025,1,5
1126,-100,97,242,here,0.005,1.6897625,1.6897625,6
1127,100,242,97,here,0.005,1.84488125,1,6
1128,-100,97,242,here,0.005,1.98994962,1.98994962,4
1129,100,242,97,here,0.005,1.99999981,1.005025,4
1130,100,97,97, ,1,1,1,7
1131,100,162,162, ,1,1,1,7
1132,100,9,9, ,1,1,1,7
1133,-20,52,122,For motivation :),0.005,1,1,6
